s__Lactobacillus_casei_paracasei	GCF_000309725
s__Staphylococcus_aureus	GCF_000361605
s__Neisseria_gonorrhoeae	GCF_000185865
s__Acinetobacter_baumannii	GCF_000184495
s__Blattabacterium_sp_Blattella_germanica	GCF_000022605
s__Bacillus_subtilis	GCF_000349795
s__Staphylococcus_aureus	GCF_000363125
s__Pseudomonas_aeruginosa	GCF_000481865
s__Salmonella_enterica	GCF_000414805
s__Helicobacter_pylori	GCF_000275185
s__Brucella_abortus	GCF_000479955
s__Streptococcus_agalactiae	GCF_000289455
s__Escherichia_coli	GCF_000457635
s__Haemophilus_sputorum	GCF_000287615
s__Enterococcus_faecium	GCF_000394435
s__Escherichia_coli	GCF_000408425
s__Thioalkalivibrio_nitratireducens	GCF_000321415
s__Leptospira_interrogans	GCF_000244135
s__Pseudomonas_aeruginosa	GCF_000481845
s__Ruminococcus_flavefaciens	GCF_000174895
s__Xanthomonas_axonopodis	GCF_000266345
s__Dickeya_zeae	GCF_000382585
s__Escherichia_coli	GCF_000459975
s__Neisseria_meningitidis	GCF_000392695
s__Brevundimonas_diminuta	GCF_000204035
s__Vibrio_sp_HENC_02	GCF_000305735
s__Enterococcus_faecalis	GCF_000390965
s__Halorubrum_saccharovorum	GCF_000337915
s__Allochromatium_vinosum	GCF_000025485
s__Anaplasma_marginale	GCF_000172515
s__Helicobacter_pylori	GCF_000275365
s__Butyrivibrio_sp_AE3009	GCF_000420845
s__Verrucomicrobium_spinosum	GCF_000172155
s__Streptococcus_agalactiae	GCF_000289275
s__Neisseria_meningitidis	GCF_000328145
s__Salmonella_enterica	GCF_000272895
s__Salmonella_enterica	GCF_000329305
s__Chlamydia_trachomatis	GCF_000026905
s__Nocardioides_sp_CF8	GCF_000389985
s__Brucella_abortus	GCF_000366405
s__Bifidobacterium_dentium	GCF_000172135
s__Ochrobactrum_sp_CDB2	GCF_000344725
s__Bacteroides_sp_D20	GCF_000162215
s__Bordetella_pertussis	GCF_000479895
s__Methanocaldococcus_jannaschii	GCF_000091665
s__Lactobacillus_otakiensis	GCF_000415925
s__Microcystis_aeruginosa	GCF_000312245
s__Staphylococcus_aureus	GCF_000360545
s__Verrucomicrobia_bacterium_SCGC_AAA300_O17	GCF_000382685
s__Escherichia_coli	GCF_000175755
s__Enterococcus_faecium	GCF_000394695
s__Salmonella_enterica	GCF_000505305
s__Streptococcus_urinalis	GCF_000188055
s__Mycobacterium_abscessus	GCF_000069185
s__Brucella_canis	GCF_000018525
s__Xylella_fastidiosa	GCF_000019325
s__Escherichia_coli	GCF_000303895
s__Escherichia_coli	GCF_000458215
s__Thauera_aminoaromatica	GCF_000310185
s__Enterococcus_faecalis	GCF_000391525
s__Streptococcus_mitis_oralis_pneumoniae	GCF_000251625
s__Streptococcus_pseudoporcinus	GCF_000188035
s__Campylobacter_sp_03_427	GCF_000495505
s__Escherichia_coli	GCF_000350945
s__Ruegeria_sp_R11	GCF_000156255
s__Clostridium_acetobutylicum	GCF_000008765
s__Helicobacter_pylori	GCF_000274325
s__Streptococcus_pyogenes	GCF_000499145
s__Nevskia_ramosa	GCF_000420645
s__Streptococcus_mitis_oralis_pneumoniae	GCF_000185265
s__Syntrophobotulus_glycolicus	GCF_000190635
s__Salisaeta_longa	GCF_000419585
s__Hydrogenobacter_thermophilus	GCF_000010785
s__Streptococcus_mutans	GCF_000339395
s__Lactobacillus_reuteri	GCF_000159455
s__Staphylococcus_aureus	GCF_000330825
s__Hyphomicrobium_denitrificans	GCF_000230975
s__Escherichia_coli	GCF_000352525
s__Rhizobium_sp_PDO1_076	GCF_000247475
s__Chlamydia_trachomatis	GCF_000318645
s__Megasphaera_sp_BV3C16_1	GCF_000478965
s__Klebsiella_pneumoniae	GCF_000406725
s__Desulfitobacterium_dichloroeliminans	GCF_000243135
s__Yersinia_pestis	GCF_000268485
s__Chlamydia_psittaci	GCF_000211155
s__Streptococcus_agalactiae	GCF_000310505
s__Cupriavidus_taiwanensis	GCF_000372525
s__Escherichia_coli	GCF_000264195
s__Yersinia_pestis	GCF_000323285
s__Methylophilales_bacterium_HTCC2181	GCF_000168995
s__Streptococcus_cristatus	GCF_000187855
s__Escherichia_coli	GCF_000335215
s__Shewanella_baltica	GCF_000015845
s__Bacillus_coagulans	GCF_000333935
s__Salmonella_enterica	GCF_000329045
s__Streptomyces_avermitilis	GCF_000009765
s__Holdemania_sp_AP2	GCF_000327285
s__Psychromonas_sp_CNPT3	GCF_000153405
s__Escherichia_coli	GCF_000358335
s__Lactobacillus_casei_paracasei	GCF_000309785
s__Staphylococcus_aureus	GCF_000361665
s__Escherichia_coli	GCF_000352005
s__Helicobacter_pylori	GCF_000345065
s__Mycoplasma_synoviae	GCF_000385095
s__Gordonibacter_pamelaeae	GCF_000210055
s__Streptococcus_tigurinus	GCF_000442155
s__Mycobacterium_tuberculosis_bovis_africanum_canetti	GCF_000008585
s__Porphyromonas_gingivalis	GCF_000467995
s__Helicobacter_pylori	GCF_000148855
s__Rothia_dentocariosa	GCF_000143585
s__Desulfitobacterium_dehalogenans	GCF_000243155
s__Staphylococcus_aureus	GCF_000362745
s__Klebsiella_pneumoniae	GCF_000406745
s__Vibrio_coralliilyticus	GCF_000461895
s__Salmonella_enterica	GCF_000231625
s__Enterovibrio_norvegicus	GCF_000286855
s__Helicobacter_pylori	GCF_000345405
s__Streptococcus_sobrinus	GCF_000228445
s__Neisseria_sicca	GCF_000193735
s__Mycoplasma_canis	GCF_000258965
s__Chlamydia_trachomatis	GCF_000304495
s__Yersinia_pseudotuberculosis	GCF_000019465
s__Rhodobacter_sphaeroides	GCF_000012905
s__Candidatus_Accumulibacter_phosphatis	GCF_000024165
s__Acaryochloris_marina	GCF_000018105
s__Brucella_melitensis	GCF_000370725
s__Bacteroides_eggerthii	GCF_000155815
s__Mycoplasma_canis	GCF_000258985
s__Candidatus_Arthromitus_sp_SFB_co	GCF_000252765
s__Vibrio_vulnificus	GCF_000299635
s__Brucella_abortus	GCF_000478665
s__Helicobacter_pylori	GCF_000392455
s__Clostridium_beijerinckii	GCF_000016965
s__Chlamydia_trachomatis	GCF_000318785
s__Streptococcus_agalactiae	GCF_000311645
s__Streptomyces_sp_BoleA5	GCF_000373665
s__Leptospira_santarosai	GCF_000217455
s__Ralstonia_solanacearum	GCF_000212635
s__Streptococcus_mitis_oralis_pneumoniae	GCF_000252305
s__Buchnera_aphidicola	GCF_000007725
s__Escherichia_coli	GCF_000356105
s__Thermus_scotoductus	GCF_000187005
s__Enterococcus_faecalis	GCF_000393275
s__Treponema_primitia	GCF_000214375
s__Streptococcus_pyogenes	GCF_000483505
s__Enterococcus_faecium	GCF_000396765
s__Staphylococcus_epidermidis	GCF_000304575
s__Wolbachia_endosymbiont_of_Culex_pipiens_molestus	GCF_000208785
s__Vibrio_cholerae	GCF_000237705
s__Staphylococcus_aureus	GCF_000260015
s__Eubacterium_sp_14_2	GCF_000403845
s__Burkholderia_gladioli	GCF_000365265
s__Listeria_monocytogenes	GCF_000093125
s__Bacillus_atrophaeus	GCF_000385965
s__Staphylococcus_aureus	GCF_000360525
s__Listeria_monocytogenes	GCF_000465735
s__Listeria_grayi	GCF_000148995
s__Grimontia_hollisae	GCF_000176515
s__Mycobacterium_tuberculosis_bovis_africanum_canetti	GCF_000304555
s__Staphylococcus_aureus	GCF_000175475
s__Rhizobium_leguminosarum	GCF_000271785
s__Staphylococcus_aureus	GCF_000361965
s__Streptococcus_agalactiae	GCF_000310585
s__Methylobacter_sp_UW_659_2_H10	GCF_000375885
s__Blattabacterium_sp_Blaberus_giganteus	GCF_000262715
s__Streptomyces_violaceusniger	GCF_000478605
s__Streptococcus_mutans	GCF_000091645
s__Porphyromonas_sp_oral_taxon_279	GCF_000292995
s__Thiobacillus_thioparus	GCF_000373385
s__Escherichia_coli	GCF_000462545
s__Fusobacterium_periodonticum	GCF_000297655
s__Escherichia_coli	GCF_000461195
s__Clostridium_difficile	GCF_000452345
s__Salmonella_enterica	GCF_000486165
s__Streptomyces_hygroscopicus	GCF_000340845
s__Bacillus_amyloliquefaciens	GCF_000242855
s__Reyranella_massiliensis	GCF_000312425
s__Streptococcus_mutans	GCF_000229045
s__Bradyrhizobiaceae_bacterium_SG_6C	GCF_000219645
